Account, Parent, Alias: Default, Alias: KOREAN ALIAS, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Data Id, Old Name, Old Unique Name, Account Type, Time Balance, Skip Value, Exchange Rate Type, Variance Reporting, Source Plan Type, Plan Type (FinPlan), Aggregation (FinPlan), Data Storage (FinPlan), Formula (FinPlan), Solve Order (FinPlan), Formula Description (FinPlan), Plan Type (FinRPT), Aggregation (FinRPT), Data Storage (FinRPT), Formula (FinRPT), Solve Order (FinRPT), Formula Description (FinRPT), Operation
685265,685240,685265-HSKP/Laundry Runner: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2306acbd-cd37-4355-8d22-699da5893f60,1028339936086263,685265,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685266,685240,685266-HSKP/Laundry Runner: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,da098777-eebf-4225-8b6a-8415bf859a11,1571081669527283,685266,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685267,685240,685267-HSKP/Laundry Runner: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,45fcc371-a7ee-42d0-8303-1d1345a098d3,412633066063771,685267,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685268,685240,685268-HSKP/Laundry Runner: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8ea78974-3fad-4363-bd00-79e3a2ad8018,3350798838811781,685268,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685270,685100,685270-Non-Management - Rooms: Reservations - OT,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,f09fb8d7-6fd5-46ef-b172-339fc70d993e,606394864257895,685270,<none>,expense,flow,none,none,expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
685271,685270,685271-Group Rooms Coordinator - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,435dd033-ce6e-472f-bb6b-4598e288b2be,2206236381299183,685271,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685272,685270,685272-Group Rooms Coordinator - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,dfae6262-2f73-4f99-8287-9d635838c754,3002443992090511,685272,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685273,685270,685273-Database Coordinator - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bb54fb9c-1cd6-46b2-ae9d-7a4bd503eef2,2644813049449392,685273,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685274,685270,685274-Database Coordinator - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c68f6316-3f5c-4f7e-b777-14c41492a110,4277781324645321,685274,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685275,685270,685275-Reservations Agent - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5473672a-68f4-4b59-86df-a3c49313929b,412403645302826,685275,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685276,685270,685276-Reservations Agent - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,1cec1971-95cc-4a0c-8b6d-f9a7f9974557,671334873055779,685276,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685277,685270,685277-Guest Historian - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,605be074-09ef-4ee3-9002-0d65055fae5b,4498172544633034,685277,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685278,685270,685278-Guest Historian - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,44f38fa0-74c1-43d9-8b57-86986751a57a,2697268740637304,685278,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685280,685100,685280-Non-Management - Rooms: Transportation - OT,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,778b06f6-6eb2-4929-b880-2026cbf4fa78,886236776972680,685280,<none>,expense,flow,none,none,expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
685281,685280,685281-Guest Transportation Supervisor - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cca8d3a6-63a7-4634-911e-e93e456bbd1b,4385304805527312,685281,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685282,685280,685282-Guest Transportation Supervisor - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,da68f3bc-b243-4a66-9132-eeafa9921799,4057135276967367,685282,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685283,685280,685283-Guest Transportation Coordinator - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,1efb6bc9-2ed4-4e31-9ec8-15a286d25322,1396920406394998,685283,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685284,685280,685284-Guest Transportation Coordinator - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9d5c051f-1a83-4c5c-8b10-d2a58c1fb1ac,4197927216956396,685284,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685285,685280,685285-Driver - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ca80db1c-27f5-4d74-8c5b-aac585c3ce48,3428829951444923,685285,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685286,685280,685286-Driver - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8d92acc0-b01a-4547-a095-047b4d33e125,24470196472911,685286,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686100,685000,686100-Non-Management - Food & Beverage - OT,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,85bece8f-4513-4b65-b25c-a7af746922c7,4373324677531236,686100,<none>,expense,flow,none,none,expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
686110,686100,686110-Non-Management - Food & Beverage - Kitchen - OT,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,0a240f38-9357-4498-8951-374df026ee03,2137232222865860,686110,<none>,expense,flow,none,none,expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
686111,686110,686111-Kitchen Supervisor - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,45598f34-7c96-46cd-b2dd-cb0ddc482bc2,3420762367610298,686111,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686112,686110,686112-Kitchen Supervisor - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,835ab9b6-8a59-4945-acd4-9e0670195311,2032072243433381,686112,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686113,686110,686113-Banquet Kitchen Supervisor - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4827b89d-6f59-49bd-86b4-e1976ab03edf,2938408392805795,686113,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686114,686110,686114-Banquet Kitchen Supervisor - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,6ea6aac6-e852-415b-b7ab-8af8c7b25fef,1627781471093260,686114,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686115,686110,686115-Pastry Chef - Non Exempt - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5974525c-ea2f-4832-929b-c2b5a682dcfc,4248475911276701,686115,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686116,686110,686116-Pastry Chef - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,fdf6a7e0-2319-4360-ab74-60221558be0b,387460394467767,686116,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686117,686110,686117-Specialty Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9b028c22-3258-4bf4-b03c-13a6fb522b7d,537280209701352,686117,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686118,686110,686118-Specialty Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c9675377-d764-42d6-8e0f-d425833abf7d,2496314161186905,686118,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686119,686110,686119-Specialty Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,eef7e3dd-413f-47cd-8935-a718f44c065f,1373614096532358,686119,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686120,686110,686120-Specialty Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a0913c20-0b3a-47f1-a16b-6fb653e4fd36,2748408147953105,686120,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686121,686110,686121-Specialty Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,fb2868ff-6983-4a52-9359-f458a23559c0,2237392691350311,686121,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686122,686110,686122-Specialty Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5c898276-3e61-43cc-9d84-54554f5716ab,1977261595053698,686122,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686123,686110,686123-Specialty Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,daa0fb78-5571-4e02-9fd2-eed51a8ffac2,3418709315306894,686123,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686124,686110,686124-Specialty Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,28d83d6f-7b05-4d03-bdd9-1558ffcebeef,357821235678434,686124,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686125,686110,686125-Banquet Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f52e1b2f-33db-4108-a1f0-13d0b19567de,4175844429221627,686125,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686126,686110,686126-Banquet Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a1afe99f-66a9-4bfb-a1f7-2e7a57a4b87a,1954766362069237,686126,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686127,686110,686127-Banquet Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7d0dae40-97f5-4be9-b9df-b6a9173bd3c1,1593504277219115,686127,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686128,686110,686128-Banquet Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,54c0aab8-1946-426a-a97e-a3d2dc67834c,2737907540379330,686128,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686129,686110,686129-Banquet Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,885f50da-b925-4aca-8863-5a31e8891acc,2306980084074349,686129,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686130,686110,686130-Banquet Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,dbdcc9d3-3b56-4c74-be66-9503a08bda62,1336003393112367,686130,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686131,686110,686131-Banquet Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,19f00a7b-4370-434e-b202-85430007e56e,3677294698382785,686131,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686132,686110,686132-Banquet Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,53afea6b-7d6c-45d2-813d-8afc3c111855,2988245394080905,686132,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686133,686110,686133-Line Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,dd33069c-bbbf-41dd-a862-cebae30c3fbd,4063608879530642,686133,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686134,686110,686134-Line Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,217a4078-cdf3-44e7-9209-6abed3caa400,399774327195871,686134,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686135,686110,686135-Line Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,1a487dc8-7e50-47af-a743-c4ceee7c397e,2132058704856004,686135,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686136,686110,686136-Line Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,92d27a45-ba38-4b0a-8ec9-1b7fe6579b6e,3345873012736844,686136,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686137,686110,686137-Line Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,48448c48-f1e8-41f2-823c-bb5e52688e2a,1105058537688953,686137,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686138,686110,686138-Line Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,80ed531e-c342-4a52-9612-1080482573aa,1418890357329192,686138,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686139,686110,686139-Line Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7046994c-102c-42ea-8f6b-4c47f2fd5e9b,3274675096207801,686139,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686140,686110,686140-Line Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,00ae7b7c-5a59-4cd4-8657-8d07e24ed767,2554743469983945,686140,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686141,686110,686141-Line Cook II - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e89519a4-a9a6-43d4-9199-1e481a9ee2d5,2064314064063579,686141,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686142,686110,686142-Line Cook II - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a4f6ec28-429e-4ee6-bcb9-1e280e3011ef,1609168954999254,686142,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686143,686110,686143-Line Cook II: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,66625eac-7b7b-4073-8b99-08357e8add04,4341129124925371,686143,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686144,686110,686144-Line Cook II: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f896e954-0d5a-4b26-b6ce-4cba1366c58b,3261572852173808,686144,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686145,686110,686145-Line Cook II: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b5fcaa5d-1268-42e5-b3f6-c62fdf754d64,103149100157566,686145,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686146,686110,686146-Line Cook II: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,75f6326f-1ab5-479f-9f46-f907785bc0d9,3291104854754883,686146,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686147,686110,686147-Line Cook II: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,62453c60-8f6e-4994-9ecd-6194afd5752d,3950521970475993,686147,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686148,686110,686148-Line Cook II: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5240c4d6-1095-412e-a1f3-924121ba0bcf,4303326626991618,686148,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686149,686110,686149-Line Cook III - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2a9ea39a-fa99-4e75-84ec-a5d967992f92,1173143149235126,686149,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686150,686110,686150-Line Cook III - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,efe33ddb-375e-46bf-ac12-d63e13ee7584,3985458258659577,686150,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686151,686110,686151-Line Cook III: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c8d6d2ba-0427-485f-aa7e-2e3d3bb25123,84105737422987,686151,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686152,686110,686152-Line Cook III: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,01fbdbce-9b04-47b8-9b66-cd8abc23af9b,2409602785559889,686152,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686153,686110,686153-Line Cook III: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f0b9789f-e390-487b-85b3-2222427a199c,1175305354431610,686153,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686154,686110,686154-Line Cook III: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,6e4c6d73-7d0d-4db7-88c6-8902199134a4,3554083296658916,686154,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686155,686110,686155-Line Cook III: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e28b8ee4-9214-41fe-b8e1-4591852844ea,4237788852603435,686155,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686156,686110,686156-Line Cook III: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,87e35f03-16d4-4e76-8461-fc2a53ae184a,652281882822225,686156,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686157,686110,686157-Fryer Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c1db5e23-fabd-47b9-98dc-5a8e2eb6791c,2195095590685155,686157,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686158,686110,686158-Fryer Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,28fbc39c-3e16-4955-8b6d-9bb35f9c2ace,3878609884364989,686158,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
686159,686110,686159-Fryer Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,fcec6fe4-02ae-4538-acdd-403cefa03929,3525311130651708,686159,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
